county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,voter_turnout,voter_gap,trump,biden
Kauai County,Hawaii,12864,17794.253938832255,29,72292,40,0.002254353216306334,10.8,70.39999999999999,50.29468442744012,4.1,58883,9.0,26.9,17.9,20.6,7.5,,33.55293183847604,-28.800000000000004,34.599999999999994,63.4
Essex County,Vermont,1301,21109.849099464547,3,6162,48,0.00230591834697015,1.3,4.400000000000011,49.45993873931969,6.8,35570,17.3,14.1,26.7,29.8,291.7,159.4,-168.32335329341316,-45.8,25.4,71.2
Sitka City and Borough,Alaska,2545,29965.85423289768,6,8492,70,0.0023575637580525045,6.3,37.60000000000001,48.694665153234965,4.5,65765,8.0,32.9,17.0,28.7,3.1,155.3,,,,
Pawnee County,Nebraska,412,15767.317259854573,1,2612,38,0.0024271838768971173,1.8,4.6000000000000005,51.29437869822485,2.6,42977,11.9,14.5,28.2,29.8,25.6,235.1,32.847744360902254,52.400000000000006,74.9,22.5
Greeley County,Nebraska,410,17402.376910016977,1,2355,42,0.00243902379536005,2.0,3.79999999999999,50.61576354679803,3.1,43858,7.9,15.1,34.3,32.4,0.8,,31.77874186550976,62.60000000000001,80.80000000000001,18.2
Kodiak Island Borough,Alaska,4804,36959.53223572857,12,12997,92,0.002497918349335588,8.9,49.9,46.48950845857838,4.9,67972,9.0,21.6,19.7,30.2,2.1,108.7,,,,
Garfield County,Nebraska,399,20264.093448450993,1,1968,50,0.002506265036023801,2.1,3.400000000000006,50.45965270684371,2.4,40436,5.3,12.8,25.0,28.4,1.2,273.3,32.12468193384224,74.2,86.7,12.5
Grand County,Utah,2351,24102.932130408037,6,9753,61,0.002552105378472761,10.0,11.900000000000007,49.46563285834032,6.0,43344,9.8,23.2,17.2,22.3,1.0,137.7,29.425803734381574,-11.300000000000004,43.1,54.400000000000006
Cass County,Nebraska,6124,23331.301432490094,16,26247,60,0.0026126714139015116,3.1,5.999999999999996,49.77854427154784,3.3,66522,5.3,24.5,23.7,35.4,14.4,223.1,20.12125013065747,35.2,66.2,31.0
Sarpy County,Nebraska,49702,26550.780999594008,131,187195,69,0.00263570881929156,8.7,18.199999999999992,50.01484119916889,2.8,74008,4.8,36.6,18.7,30.6,24.7,220.0,21.67391839750431,11.0,54.0,43.0
Valley County,Nebraska,752,18085.618085618087,2,4157,48,0.002659574114418336,2.8,4.2999999999999945,50.352775164628405,2.8,44726,6.9,17.4,22.1,32.3,17.6,208.2,29.55917874396135,63.500000000000014,81.10000000000001,17.599999999999998
Garden County,Nebraska,368,20032.661948829613,1,1836,54,0.0027173905659264768,3.9,5.799999999999997,49.8170412963931,2.4,38645,5.9,22.0,28.2,32.6,26.2,274.9,20.439414114513983,71.5,85.0,13.5
Wabasha County,Minnesota,5795,26795.209691589218,16,21626,73,0.002761000815168234,2.9,5.099999999999991,50.074453234062354,3.6,58752,7.3,20.7,21.5,32.2,6.2,317.1,21.19735258724428,26.4,62.3,35.9
York County,Nebraska,3920,28657.065574968932,11,13678,80,0.002806122377394837,4.9,9.099999999999996,50.87478311162522,2.9,51335,6.5,24.1,22.7,33.6,1.4,,32.875674652021594,51.900000000000006,74.7,22.8
Monroe County,Florida,18412,24804.655924987874,52,74227,70,0.002824245042231995,23.5,32.7,47.595283080330965,3.5,57411,9.6,29.7,20.9,22.0,74.3,239.7,17.746016549271694,8.000000000000007,53.400000000000006,45.4
Northwest Arctic Borough,Alaska,4751,62340.90014433801,14,7620,183,0.0029467479910177227,2.5,88.9,45.97537265068049,15.5,65192,20.7,12.0,25.3,32.4,0.2,118.0,,,,
Otoe County,Nebraska,3344,20884.336747439418,10,16011,62,0.0029904305325828186,7.6,10.5,50.973228346456686,3.3,51527,8.4,22.0,26.6,33.9,7.8,316.7,28.630348857191954,37.6,67.5,29.9
Cache County,Utah,37240,29028.209745184697,112,128288,87,0.003007518788916437,10.5,16.200000000000003,49.91437217345038,3.0,51735,7.5,35.9,14.1,21.8,8.7,122.1,30.33046050283033,37.0,66.0,29.0
Addison County,Vermont,5939,16148.679881447644,18,36776,48,0.003030813217194591,2.2,7.0,50.53903598099117,3.7,59089,8.3,35.4,17.8,23.0,401.4,117.0,97.05184683158252,-7.5,43.6,51.1
Deuel County,Nebraska,322,17948.71794871795,1,1793,55,0.0031055890976431377,7.8,10.5,51.8674381904261,2.5,44109,8.4,18.5,26.2,30.1,24.0,166.3,31.56498673740053,70.69999999999999,84.39999999999999,13.7
Orange County,Vermont,4420,15298.352485116988,14,28891,48,0.003167420742818535,1.3,4.299999999999995,50.320058129476486,3.5,53025,8.4,31.6,20.9,26.6,53.3,197.7,97.3760055060868,10.300000000000004,53.1,42.8
Saunders County,Nebraska,5023,23278.33904903142,16,21577,74,0.0031853473385357886,2.1,4.400000000000003,49.66830525461748,3.0,61961,6.9,24.5,23.7,28.6,664.6,130.4,18.904706938566115,45.3,71.5,26.200000000000003
Wasatch County,Utah,10804,31691.64882226981,35,34090,102,0.0032395408807891443,13.5,16.400000000000016,49.1469323687982,3.4,65207,9.5,34.4,13.9,23.0,257.8,68.3,10.341070066470524,25.5,60.5,35.0
Bristol Bay Borough,Alaska,608,72727.27272727274,2,835,239,0.0032894731431787594,4.5,49.7,41.98473282442748,9.2,75364,8.8,20.2,21.2,39.7,2.0,,,,,
Teton County,Idaho,2723,22426.288914511613,9,12141,74,0.003305177990996034,17.0,18.90000000000001,47.17891610987379,3.4,57644,11.7,38.2,16.2,24.1,4.9,333.3,11.329980441464096,-7.300000000000004,45.0,52.3
Buffalo County,Wisconsin,3608,27687.821349090627,12,13030,92,0.003325942258150159,2.2,4.0999999999999845,49.105187646303705,5.0,50998,9.6,17.7,25.4,32.0,20.2,258.6,24.30757311640519,25.2,61.8,36.6
Chattahoochee County,Georgia,6594,60456.58751260658,22,10906,201,0.0033363663430942317,15.3,40.9,32.81362653208363,8.8,45933,7.0,31.5,24.5,27.3,45.3,70.0,81.00812231247015,13.400000000000006,55.3,41.9
Orange County,Florida,383010,27486.415032595312,1310,1393451,94,0.003420276232103528,30.2,58.39999999999999,50.873729670070745,4.9,47069,12.7,30.6,22.9,24.9,1268.5,139.1,26.38097047656864,-23.1,37.9,61.0
Box Butte County,Nebraska,2336,21663.729945284245,8,10782,74,0.003424657387643091,12.1,17.699999999999996,49.36607142857143,3.1,55465,8.5,15.5,26.6,33.9,8.0,264.8,36.94779116465863,56.900000000000006,77.2,20.3
Griggs County,North Dakota,583,26131.779471089198,2,2230,89,0.0034305311439912275,0.3,3.799999999999992,49.34094903339192,2.3,51192,13.0,18.4,24.9,26.9,1.4,348.5,31.469298245614038,47.99999999999999,72.6,24.6
San Miguel County,Colorado,2322,28389.778701552757,8,8178,97,0.003445305622510524,9.9,13.099999999999984,46.82214249103024,3.7,59603,4.7,54.4,12.4,16.7,5.7,62.6,15.926849542809643,-55.50000000000001,21.4,76.9
St. Johns County,Florida,63143,23857.075927940998,221,264671,83,0.0034999920759229176,6.4,16.400000000000006,51.402166141461215,3.9,66560,6.2,41.4,18.5,21.9,316.4,198.8,-3.043997321142591,26.6,62.7,36.1
Gallatin County,Montana,34637,30268.102137476628,122,114433,106,0.0035222449879543697,3.3,7.699999999999991,48.321801197224346,3.0,51569,3.6,46.7,13.0,15.5,17.9,190.4,9.117190086854638,-7.500000000000007,44.3,51.8
Cimarron County,Oklahoma,565,26438.933083762284,2,2136,93,0.003539822382332322,20.8,22.299999999999997,49.66231427285007,2.2,41800,16.3,17.5,30.6,32.8,19.7,314.9,31.956100710135573,85.4,92.0,6.6000000000000005
Grafton County,New Hampshire,19195,21354.827225596866,68,89885,75,0.0035425891974858598,2.2,8.8,50.77060931899642,2.9,56353,8.7,37.5,19.5,25.3,18.4,276.5,98.90086780972676,10.0,54.0,44.0
Dodge County,Minnesota,5888,28126.492786853923,21,20933,100,0.00356657602638288,4.9,7.5,49.7144251891628,3.7,68777,6.5,24.1,18.3,24.9,709.0,140.3,17.427639624949045,30.5,64.0,33.5
Dare County,North Carolina,7565,20440.973817179605,27,37008,72,0.003569068029490178,7.1,12.40000000000001,50.74833389811363,7.5,54642,8.6,29.4,25.0,27.4,89.9,214.1,12.044889603743238,16.499999999999993,57.49999999999999,41.0
Thayer County,Nebraska,1109,22166.699980011992,4,5002,79,0.0036068526955047166,2.3,4.499999999999994,50.37989479836354,2.4,49517,8.6,17.8,26.8,30.2,14.3,160.9,26.57377457078876,56.400000000000006,77.4,21.0
Boone County,Nebraska,1091,21013.097072419107,4,5191,77,0.0036663608005168837,2.0,3.299999999999999,49.766660444278514,2.5,52914,7.8,15.4,25.0,31.6,0.7,,21.15196078431373,67.0,82.5,15.5
Wake County,North Carolina,300453,27024.963099083343,1119,1111760,100,0.003724376190710568,10.0,39.4,51.3897584612785,4.7,66950,8.1,48.3,16.6,24.8,179.2,233.0,9.943346745941186,-26.5,35.8,62.3
Routt County,Colorado,6562,25594.820188782276,25,25637,97,0.003809814023014111,6.9,10.20000000000001,47.96584424647974,3.2,66846,3.5,48.7,12.2,14.3,10.0,92.5,11.687559254187295,-27.700000000000003,35.099999999999994,62.8
Franklin County,North Carolina,20719,29732.36708043338,79,69684,113,0.00381292531583124,8.1,36.49999999999999,50.181630288416365,5.9,48166,18.3,18.2,28.5,31.2,859.2,197.0,21.31443244275619,13.500000000000009,56.00000000000001,42.5
Dane County,Wisconsin,134580,24617.01680095849,516,546694,94,0.003834150688189812,6.3,19.800000000000004,50.33136522472586,3.2,61937,5.1,47.6,15.5,23.7,407.7,143.7,11.174980740343765,-52.6,22.9,75.5
Wayne County,Nebraska,1823,19424.613745338305,7,9384,74,0.003839824254535148,5.5,9.800000000000004,49.28260176426825,2.6,53290,6.8,36.4,21.4,29.6,51.9,195.1,43.540798494421296,48.400000000000006,72.7,24.3
Leon County,Florida,85724,29199.337834063394,332,293581,113,0.0038728944007828674,6.1,42.8,52.4362517052013,5.0,45463,7.9,44.3,17.8,26.4,413.1,133.1,26.96339538720901,-28.200000000000003,35.3,63.5
Pitt County,North Carolina,52792,29208.48502285025,205,180741,113,0.0038831641084195257,6.0,44.9,52.79515423494481,6.1,41765,13.1,28.8,25.7,34.3,100.6,245.0,34.92811049473565,-9.4,44.7,54.1
Utah County,Utah,203286,31951.40160475296,791,636234,124,0.0038910697225135672,11.4,17.0,49.54448946740307,3.2,60957,6.5,36.9,14.3,24.4,7.3,106.5,23.4350220295562,41.000000000000014,67.80000000000001,26.8
Madison County,Idaho,12674,31758.8393013757,50,39906,125,0.003945084393679309,7.1,11.000000000000004,49.60382835176904,2.7,36065,4.9,34.4,13.6,24.5,4.3,142.5,36.32507256083947,63.6,79.2,15.6
Brown County,Nebraska,506,17123.51945854484,2,2954,67,0.003952568388820477,1.2,3.5000000000000067,51.99476782210595,3.7,42348,11.2,19.6,29.0,30.2,3.9,276.3,30.19575177009579,76.3,87.6,11.3
Bethel Census Area,Alaska,10333,56200.36984662243,41,18385,223,0.003967869892888127,2.2,89.80000000000001,47.45781589352342,14.4,45808,19.8,11.4,26.3,30.3,0.4,103.8,,,,
Davis County,Utah,101261,28485.62933040022,404,355480,113,0.003989690005046671,9.2,15.5,49.68788901924609,3.3,70797,4.7,34.6,15.0,25.0,1.5,,23.5223243643454,27.499999999999996,61.3,33.800000000000004
Tompkins County,New York,21144,20692.894891368174,85,102179,83,0.004020052951096987,4.8,22.7,50.77622946894604,4.1,51880,6.4,50.3,22.6,25.3,98.6,214.9,58.77813986590253,-39.3,29.2,68.5
Houston County,Minnesota,4660,25053.763440860213,19,18599,102,0.004077253131389418,1.0,3.700000000000001,49.91180715163825,3.8,59900,8.0,22.0,24.2,25.7,2081.7,160.1,21.82886823400765,13.000000000000009,55.400000000000006,42.4
Gilpin County,Colorado,977,15649.52747076726,4,6242,64,0.004094165394660656,9.2,13.799999999999988,46.349041947177625,3.1,64752,5.4,29.5,15.8,19.7,36.3,128.2,11.341750481489408,-9.300000000000004,43.8,53.1
Lincoln County,Colorado,2198,38554.63953692335,9,5700,157,0.004094631296877557,22.7,33.59999999999999,36.19565217391305,3.4,41248,19.9,16.1,19.9,23.8,2.1,198.9,37.76620918125887,62.7,80.5,17.8
Washington County,Vermont,12430,21280.966974267663,51,58408,87,0.00410297663633969,1.9,5.599999999999993,50.59378780392224,3.6,58673,6.3,39.0,16.1,23.0,66.3,248.4,98.69215075700632,-3.700000000000003,46.5,50.2
Gunnison County,Colorado,3407,19510.93803688008,14,17461,80,0.0041091868473969225,9.1,12.6,45.76009867406722,2.9,48940,5.5,54.4,11.2,14.8,4.7,79.6,16.382488479262673,-30.999999999999996,33.1,64.1
Alachua County,Florida,69008,25649.431503514308,285,269042,105,0.004129955941151814,9.3,38.00000000000001,51.62411251996228,4.5,44325,8.2,40.8,19.2,25.6,282.7,168.6,28.78248291685371,-27.1,35.6,62.7
Kearney County,Nebraska,1182,18198.6143187067,5,6494,76,0.004230118085438403,5.8,7.299999999999994,50.67970062624103,2.2,56791,8.8,24.9,22.9,31.1,13.9,250.7,25.67539698906991,58.8,78.3,19.5
Olmsted County,Minnesota,43593,27539.436361683714,185,158292,116,0.004243800600454659,4.8,18.9,51.07756205293865,3.0,69430,6.0,40.2,17.0,25.6,7.9,279.2,15.034886757956793,-10.700000000000005,43.6,54.3
Carver County,Minnesota,27480,26149.263957217212,117,105088,111,0.004257641905903778,4.1,10.40000000000002,50.31731090395651,3.2,88500,4.5,45.0,15.0,23.0,41.1,237.2,5.039639225598897,4.899999999999999,51.4,46.5
Caledonia County,Vermont,5854,19517.88750708499,25,29992,83,0.004270584142969181,1.5,4.900000000000007,49.74489795918368,4.8,45029,10.1,25.8,20.1,28.3,55.0,270.7,,,,
Lamoille County,Vermont,3964,15629.682201719106,17,25361,67,0.004288597268198858,1.6,5.099999999999978,50.36322496129571,4.7,49142,7.9,35.3,19.2,25.2,85.2,230.2,,,,
Phelps County,Nebraska,2326,25747.17733008634,10,9033,110,0.004299225954461481,5.4,7.299999999999993,49.76536068973044,2.4,54137,5.8,23.8,20.9,33.4,3.4,228.7,26.284032376747607,68.0,83.0,15.0
Johnson County,Iowa,35541,23515.283842794757,153,151139,101,0.004304887301131406,5.5,20.399999999999995,50.51895447464082,2.6,59946,5.2,51.7,16.8,23.0,38.7,215.2,21.078477665501936,-43.39999999999999,27.4,70.8
Plumas County,California,3005,15978.093263146702,13,18806,69,0.004326122984155641,8.5,16.499999999999993,49.62614825891903,10.4,47964,10.2,22.7,15.4,23.0,7.8,266.0,28.543461237274865,16.299999999999997,57.1,40.8
Newport County,Rhode Island,21237,25872.907580224655,92,82081,112,0.004332061946922532,5.6,13.999999999999996,50.781212441709535,5.2,69203,7.7,44.9,16.7,23.1,985.9,245.6,83.7869930580928,-48.900000000000006,25.0,73.9
Benton County,Oregon,15102,16229.460629963569,66,93052,70,0.004370282052905032,7.1,18.699999999999992,49.463450010764994,4.3,54089,5.4,51.4,12.0,21.6,5.3,293.3,22.09628797730228,-39.70000000000001,28.2,67.9
Maui County,Hawaii,32001,19114.54631250112,140,167416,83,0.004374863271851307,11.0,69.5,50.0694723755896,3.8,64916,9.4,25.6,17.5,22.4,108.2,183.7,38.57297297297298,-35.50000000000001,31.1,66.60000000000001
Grand Isle County,Vermont,1132,15646.164478230823,5,7234,69,0.004416960740551172,1.8,6.800000000000005,50.618705035971225,4.1,60081,7.0,32.4,18.2,26.8,75.3,201.7,74.96471418489767,-20.7,37.9,58.6
Judith Basin County,Montana,225,11210.762331838565,1,2006,49,0.004444442469136681,2.3,4.400000000000002,46.7175572519084,3.5,43272,6.2,32.1,26.5,28.8,6.9,219.2,17.74785801713586,56.900000000000006,77.4,20.5
Furnas County,Nebraska,1122,23994.86740804106,5,4675,106,0.0044563275885626035,3.7,5.80000000000001,51.059410054009135,2.7,44461,10.1,18.1,26.9,33.9,2.8,208.4,29.10874897792314,67.9,83.2,15.3
Story County,Iowa,19980,20573.12314012995,90,97116,92,0.004504504481959437,3.3,15.5,47.87147505422993,2.4,52128,4.2,48.5,18.4,27.1,43.9,169.7,30.56514827605109,-17.29999999999999,39.900000000000006,57.2
Durham County,North Carolina,74921,23304.446822276415,338,321487,105,0.004511418688336489,13.5,57.90000000000001,52.15595034317717,5.0,50745,12.6,45.6,20.8,29.2,71.7,189.2,14.973757184390562,-62.60000000000001,18.0,80.60000000000001
Madison County,Nebraska,9685,27593.37872873871,44,35098,125,0.004543107851903895,14.5,19.300000000000004,50.26809651474531,2.7,51836,12.0,21.3,22.9,32.6,0.6,,37.82234957020057,53.8,75.8,22.0
Franklin County,New York,10059,20109.151973131822,46,50021,91,0.004573019141335927,3.4,18.299999999999997,45.297136365417,6.5,45704,15.2,17.7,26.4,30.3,21.9,248.3,61.783613393233885,12.600000000000009,55.400000000000006,42.8
Osceola County,Florida,115328,30692.666153915758,529,375750,140,0.004586917310118169,51.6,65.8,50.72823894110121,5.7,42945,15.8,17.8,25.3,29.1,202.4,144.5,20.028022250780587,-13.79999999999999,42.6,56.39999999999999
Champaign County,Illinois,67086,31993.09453524028,309,209688,147,0.004606028076489837,5.7,31.700000000000006,50.06251623017515,5.2,47966,6.4,42.5,19.3,25.1,36.3,261.9,39.03032130356698,-21.9,37.4,59.3
Salt Lake County,Utah,346815,29886.585829303964,1636,1160436,140,0.004717212345279987,17.9,27.9,49.79768681666215,3.3,62536,10.8,31.3,16.0,25.4,2.2,163.6,27.329658342748065,-11.400000000000006,42.4,53.8
Tooele County,Utah,21561,29838.497626593227,102,72258,141,0.0047307638572850795,12.0,16.59999999999999,49.58410278264438,4.1,64193,8.6,20.6,20.6,31.7,19.4,82.5,22.020257051583663,38.3,66.7,28.4
Buffalo County,Nebraska,12000,24164.80396302785,57,49658,114,0.004749999960416668,8.7,12.59999999999999,50.10238768071426,2.4,51550,7.4,32.8,22.6,30.1,2.6,280.2,34.87479638883521,43.6,70.5,26.9
Orange County,North Carolina,28209,18999.030146286266,134,148475,90,0.004750256993334549,8.3,30.599999999999994,52.33266578286746,4.6,60304,8.1,56.2,16.7,23.3,233.1,118.3,18.938999208784423,-51.3,23.8,75.1
Douglas County,Nebraska,149432,26155.24909552673,718,571326,125,0.004804861070717877,12.2,29.799999999999997,50.716019108396125,3.3,52842,10.7,36.6,19.3,27.8,69.4,264.9,28.423519804434687,-11.0,43.2,54.2
Hillsborough County,Florida,379994,25815.37098632579,1832,1471967,124,0.004821128753395809,27.4,49.7,51.2511777553925,5.0,50758,12.9,29.8,22.0,28.3,1204.9,171.7,24.090840734345356,-6.900000000000006,46.0,52.900000000000006
Stevens County,Minnesota,2675,27281.99898011219,13,9804,132,0.0048598129024369,5.0,10.900000000000016,50.30228507019162,2.8,55292,8.8,26.3,20.7,33.5,85.1,182.2,31.81573275862069,22.2,60.1,37.9
Fillmore County,Minnesota,4921,23358.80761380358,24,21066,113,0.004877057409529416,1.4,3.200000000000007,49.82953181272509,4.1,52444,9.8,18.7,24.7,25.1,20.4,273.9,22.474860693012232,22.7,60.3,37.6
Seminole County,Florida,105227,22302.07746075884,516,471825,109,0.004903684410936656,20.1,37.7,51.67631215777055,4.8,56443,7.8,35.0,20.4,24.6,1367.0,169.8,21.970703732969373,-2.799999999999997,48.0,50.8
Lincoln County,Minnesota,1220,21635.041674055683,6,5638,106,0.004918032383767837,1.7,3.299999999999997,49.65059399021663,3.6,48449,8.3,19.6,24.3,28.3,61.7,189.5,29.259427532939576,38.000000000000014,68.10000000000001,30.1
Albany County,Wyoming,9934,25550.411522633745,49,38879,126,0.004932554812436533,9.3,17.099999999999998,47.59909340080118,3.1,42838,4.2,48.8,15.1,23.3,8.5,99.2,38.06101740027282,-2.699999999999996,46.1,48.8
Blaine County,Idaho,6059,26319.447461013857,30,23020,130,0.004951312015987588,21.0,23.500000000000007,48.84863086688597,3.5,63490,9.8,44.8,12.5,19.2,21.8,150.1,10.082555149546623,-36.80000000000001,30.3,67.10000000000001
Clinton County,New York,18034,22406.65962601727,90,80484,111,0.004990573333755277,2.8,10.099999999999996,48.72451492169802,5.9,51576,14.7,22.4,24.8,30.3,56.5,240.2,57.55342326055718,6.100000000000001,52.3,46.2
Fairbanks North Star Borough,Alaska,27000,27878.449958182326,135,96848,139,0.004999999981481481,7.7,28.9,46.04972458537853,5.4,67801,6.6,30.5,18.0,28.1,13.3,106.0,,,,
Broward County,Florida,614436,31464.713346832054,3079,1952777,157,0.00501109960923333,28.4,61.8,51.31944503220455,5.0,51485,12.1,30.2,22.7,24.4,1444.9,190.5,23.10568962339005,-29.800000000000004,34.7,64.5
Putnam County,New York,24875,25300.040683482508,125,98319,127,0.005025125607939193,13.8,19.799999999999983,50.24833105445187,4.3,94334,7.8,38.2,19.8,24.1,62.2,224.0,40.87240323934888,20.099999999999994,59.3,39.2
Flagler County,Florida,22651,19682.65830154413,114,115080,99,0.005032890357896383,10.0,25.3,51.97257534637909,6.2,51556,10.2,23.4,22.1,24.2,197.1,304.4,13.805141986491186,20.7,59.9,39.2
Camden County,North Carolina,1786,16435.07867856814,9,10866,82,0.00503919344685367,2.7,19.6,50.628869969040245,5.8,61730,13.4,19.3,24.2,31.0,176.1,248.2,23.11765465581816,46.6,72.39999999999999,25.8
Douglas County,Kansas,26957,22049.092500347622,136,122258,111,0.005045071762269274,6.0,20.9,50.47111352562688,3.7,49246,5.4,49.4,17.7,24.2,20.2,211.2,36.5439968238914,-39.400000000000006,29.1,68.5
Chittenden County,Vermont,34629,21144.38189211963,175,163773,106,0.005053567804286674,2.2,10.800000000000002,50.97182967357207,2.7,61908,6.1,48.0,15.1,19.8,48.1,240.8,99.3201399571202,-15.300000000000004,40.2,55.50000000000001
Scotts Bluff County,Nebraska,9439,26500.645740917513,48,35617,134,0.00508528440422413,23.4,27.4,51.63110465912515,3.4,47194,12.6,21.2,23.8,33.9,27.7,227.1,42.39278163696768,43.7,70.8,27.1
Loving County,Texas,196,115976.33136094674,1,168,595,0.00510203821324581,16.2,25.700000000000003,47.2972972972973,5.1,55819,11.8,2.6,21.9,29.0,20.7,357.8,-11.864406779661016,84.80000000000001,90.9,6.1
Windham County,Vermont,6994,16564.824025389607,36,42221,85,0.005147269014194038,2.2,6.500000000000004,51.1400350780024,3.7,49616,8.5,34.5,17.4,23.4,86.6,205.0,99.18907260963336,-36.9,29.4,66.3
Steele County,North Dakota,388,20529.100529100528,2,1889,105,0.0051546378467428235,2.6,2.5999999999999983,47.624020887728456,2.2,59408,7.6,17.4,26.2,30.2,18.1,165.5,28.421052631578945,23.9,59.9,36.0
La Crosse County,Wisconsin,35988,30494.17028199566,186,118015,157,0.005168389448792961,1.8,9.7,51.20596689969553,3.9,49790,6.0,30.8,19.9,28.3,253.8,182.6,26.90033920206752,-13.500000000000009,42.3,55.8
Hardee County,Florida,8696,32282.733786241974,45,26936,167,0.005174792948771931,43.2,52.6,46.1465271170314,6.7,35371,34.7,10.0,33.7,33.9,43.5,175.8,53.23780655828052,45.1,72.2,27.1
Santa Cruz County,California,50276,18401.75979913108,263,273212,96,0.005231124184041841,33.3,42.2,50.35771399713829,7.5,64257,14.5,37.5,13.3,20.2,589.4,148.8,25.69705588033918,-60.60000000000001,18.5,79.10000000000001
Alfalfa County,Oklahoma,1716,30094.70361276745,9,5701,157,0.005244754939116845,5.0,23.8,40.41177471499064,2.9,51885,14.3,20.3,37.8,36.0,39.6,232.8,50.79399608440287,77.10000000000001,87.4,10.3
Lee County,Florida,191963,24911.592222451487,1009,770576,130,0.005256221248232096,20.2,31.599999999999984,51.04996679354152,5.0,49147,13.1,25.3,23.0,24.6,788.7,239.9,23.632041447883783,19.2,59.2,40.0
Ketchikan Gateway Borough,Alaska,3985,28667.002373929936,21,13900,151,0.005269761473782648,4.8,35.599999999999994,48.5994907238996,6.8,57776,7.2,24.6,21.7,30.8,2.8,184.2,,,,
Watauga County,North Carolina,12877,22922.192356302403,68,56176,121,0.005280733048996404,3.4,8.09999999999999,50.1001478819191,4.9,41942,11.7,38.0,18.6,26.4,38.0,232.4,30.013564958648757,-8.400000000000006,45.0,53.400000000000006
Napa County,California,26700,19383.784411662215,141,137743,102,0.005280898856625847,33.7,46.8,50.13581078685153,4.6,71063,17.2,31.9,16.0,23.7,182.4,212.6,28.74037663715327,-40.6,28.6,69.19999999999999
Morgan County,Utah,2840,23424.61233916199,15,12123,123,0.005281689954870072,2.6,4.700000000000012,49.00127110949701,3.1,82597,2.0,34.5,14.7,22.0,1.9,153.2,10.92436974789916,62.39999999999999,79.3,16.900000000000002
Solano County,California,83730,18704.637400785894,443,447642,98,0.005290815710867293,25.8,61.00000000000001,50.32564640754424,6.1,67106,12.5,24.3,18.2,30.1,503.0,178.4,33.24139573184646,-30.499999999999996,33.6,64.1
Gage County,Nebraska,3588,16678.287547064567,19,21512,88,0.005295429060885477,2.3,4.999999999999993,50.0,3.6,50861,10.6,20.5,27.3,34.1,6.9,253.1,33.867112810707454,36.70000000000002,67.30000000000001,30.6
Morgan County,Kentucky,5272,39612.29243369148,28,13308,210,0.005311077289243602,1.2,6.800000000000002,44.3038927791582,8.0,30872,28.3,12.6,35.0,35.5,134.3,220.0,48.44448584202682,56.400000000000006,77.60000000000001,21.2
Loudoun County,Virginia,71890,17384.133985268585,383,413537,92,0.005327583801185722,13.5,42.3,50.4549362181558,3.6,122641,6.5,58.0,17.7,21.6,605.8,85.7,3.2583394626400723,-25.2,36.7,61.9
Douglas County,Colorado,80816,23014.40393673431,432,351153,123,0.005345476136723574,8.3,16.699999999999996,50.20751542344364,3.1,107250,2.6,55.9,9.9,17.0,339.7,87.1,-3.606572115708795,7.200000000000003,52.400000000000006,45.2
Iowa County,Wisconsin,5424,22907.340146971874,29,23677,122,0.00534660757104337,1.7,4.399999999999989,49.65218866644045,4.2,58419,7.6,23.2,20.8,31.8,31.1,195.8,21.84113506870741,-13.70000000000001,42.2,55.900000000000006
Miami-Dade County,Florida,1209302,44509.705771934605,6472,2716939,238,0.005351847594285641,67.5,86.3,51.4543021872995,6.1,42754,20.5,26.4,20.8,21.0,1315.5,160.0,26.581622339566017,-7.300000000000004,46.0,53.3
Alleghany County,North Carolina,2981,26766.63374337793,16,11136,143,0.005367326220485534,9.4,12.700000000000008,50.20576131687243,6.2,35266,20.4,17.4,29.9,27.1,143.1,210.1,28.87423457371644,50.0,74.5,24.5
Walton County,Florida,16555,22350.177532367594,89,74070,120,0.005376019297034012,6.0,15.700000000000006,49.23176324124998,4.6,46867,15.2,25.1,24.3,27.5,53.0,225.0,10.53491888357648,51.60000000000001,75.2,23.6
Kendall County,Illinois,32538,25225.211256686565,175,128989,135,0.005378326862811707,17.6,28.8,50.54135179325323,5.1,90640,7.1,34.3,20.5,33.7,167.7,217.0,25.37660314910808,-4.700000000000003,46.5,51.2
Windsor County,Vermont,9638,17503.90468925938,52,55061,94,0.005395310174358683,1.5,5.0,51.03000811030009,3.3,51513,7.0,34.3,18.1,24.0,56.7,245.2,95.73359204025,-38.50000000000001,28.4,66.9
San Mateo County,California,129481,16890.889713047553,702,766572,91,0.0054216448703503645,24.9,60.1,50.730892658327335,3.4,100806,11.5,45.0,15.8,21.1,1602.2,161.0,27.60551370748739,-57.8,20.200000000000003,78.0
Boulder County,Colorado,67923,20822.756870102636,369,326195,113,0.005432622226002057,13.8,21.79999999999999,49.77239868426867,3.2,71546,6.0,58.2,8.7,13.4,405.6,114.1,17.904803893307104,-57.30000000000001,20.3,77.60000000000001
Hamilton County,New York,919,20810.688405797104,5,4415,113,0.005440695817116886,1.5,4.499999999999994,48.622470942746446,6.8,49137,10.1,23.8,21.8,26.1,76.1,275.6,28.98441427853193,37.400000000000006,67.9,30.5
